Pfam_Architecture	UniProt_ID
Peptidase_C14[25:243]-PG_binding_1[356:406]	tr|A0A1B9YQH8|A0A1B9YQH8_9BRAD
Peptidase_C14[25:245]-PG_binding_1[357:410]	tr|A0A4V2VMR2|A0A4V2VMR2_9BRAD
Peptidase_C14[25:245]-PG_binding_1[360:412]	tr|A0A1G8VWD3|A0A1G8VWD3_9BRAD
Peptidase_C14[25:245]-PG_binding_1[360:412]	tr|A0A4Q0QF90|A0A4Q0QF90_9BRAD
Peptidase_C14[25:245]-PG_binding_1[359:411]	tr|A0A4Q0S5V1|A0A4Q0S5V1_9BRAD
Peptidase_C14[38:261]	tr|X5Q0P0|X5Q0P0_9RHIZ
Peptidase_C14[3:271]	tr|A0A1T1ARN1|A0A1T1ARN1_RHOFE
Peptidase_C14[25:243]-PG_binding_1[361:412]	tr|A0A1M7J516|A0A1M7J516_9BRAD
Peptidase_C14[133:311]	tr|A0A4S4EUT7|A0A4S4EUT7_CAMSI
Peptidase_C14[25:243]-PG_binding_1[357:407]	tr|A0A0R3KFB3|A0A0R3KFB3_9BRAD
Peptidase_C14[25:245]-PG_binding_1[359:412]	tr|A0A0R3C4J7|A0A0R3C4J7_9BRAD
Peptidase_C14[32:256]	tr|A0A3T0N7F2|A0A3T0N7F2_9RHOB
Peptidase_C14[68:286]	tr|A0A524PWX3|A0A524PWX3_9GAMM
Peptidase_C14[28:246]	tr|A0A071MH46|A0A071MH46_9BURK
Peptidase_C14[28:246]	tr|A0A103KD84|A0A103KD84_9BURK
Peptidase_C14[38:265]-Sel1[622:646]-Sel1[648:678]-Sel1[684:717]-Sel1[724:754]	tr|A0A6B2GHI3|A0A6B2GHI3_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A3S9DHQ4|A0A3S9DHQ4_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A436RTT8|A0A436RTT8_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A439HU29|A0A439HU29_9RHIZ
Peptidase_C14[85:321]	tr|A0A3S2NBU2|A0A3S2NBU2_CHISP
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A434SXG3|A0A434SXG3_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A436TLI1|A0A436TLI1_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A439QZC9|A0A439QZC9_9RHIZ
TPR_1[83:115]-TPR_16[116:138]-TPR_17[139:150]-TPR_16[156:217]-TPR_16[223:283]-TPR_2[287:318]-TPR_16[326:415]-Peptidase_C14[523:741]	tr|A0A327KYI7|A0A327KYI7_9RHIZ
Peptidase_C14[47:260]	tr|A0A516H2P7|A0A516H2P7_9PROT
Peptidase_C14[25:245]-PG_binding_1[361:411]	tr|A0A2M8RFR1|A0A2M8RFR1_9BRAD
Peptidase_C14[64:280]	tr|A0A1H0N467|A0A1H0N467_9BRAD
Peptidase_C14[95:254]	tr|A0A341CAL9|A0A341CAL9_NEOAA
Peptidase_C14[3:270]	tr|A0A1E5KGE7|A0A1E5KGE7_9MICC
Peptidase_C14[97:300]	tr|A0A0P5SHQ9|A0A0P5SHQ9_9CRUS
Peptidase_C14[25:245]-PG_binding_1[357:410]	tr|A0A151FK29|A0A151FK29_9BRAD
Peptidase_C14[44:261]	tr|J2VD20|J2VD20_9RHIZ
Peptidase_C14[24:245]	tr|A0A441UFA7|A0A441UFA7_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A5E8EVD6|A0A5E8EVD6_9RHIZ
Peptidase_C14[26:244]	tr|A0A1M6VEW2|A0A1M6VEW2_9BRAD
Peptidase_C14[26:244]	tr|A0A1H0CXW2|A0A1H0CXW2_9BRAD
Peptidase_C14[32:249]	tr|A0A2A6NTP9|A0A2A6NTP9_9BRAD
Peptidase_C14[48:289]	tr|E9J3H1|E9J3H1_SOLIN
Peptidase_C14[27:252]	tr|B3QI83|B3QI83_RHOPT
Peptidase_C14[344:580]	tr|A0A1A8Z2R5|A0A1A8Z2R5_9APIC
Peptidase_C14[25:245]-PG_binding_1[359:411]	tr|A0A562LCC5|A0A562LCC5_9BRAD
Peptidase_C14[48:249]	tr|A0A267EYU4|A0A267EYU4_9PLAT
Peptidase_C14[25:239]	tr|A0A3B1JPS5|A0A3B1JPS5_ASTMX
Peptidase_C14[18:372]	tr|A0A165EHS8|A0A165EHS8_9APHY
Peptidase_C14[347:583]	tr|A0A1A8Z0Y1|A0A1A8Z0Y1_9APIC
Peptidase_C14[72:225]	tr|A0A0S3S208|A0A0S3S208_PHAAN
Peptidase_C14[207:413]	tr|A0A1S4FTQ4|A0A1S4FTQ4_AEDAE
Peptidase_C14[335:571]	tr|A0A1C3KTZ7|A0A1C3KTZ7_9APIC
TPR_11[330:368]-TPR_16[369:408]-TPR_8[425:454]-TPR_16[471:527]-Peptidase_C14[610:836]	tr|A0A2S9QA69|A0A2S9QA69_9RHIZ
Peptidase_C14[25:245]-PG_binding_1[359:411]	tr|A0A2A6PLR5|A0A2A6PLR5_9BRAD
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A3S1MAZ5|A0A3S1MAZ5_9RHIZ
Peptidase_C14[66:267]	tr|A0A3R7PFM3|A0A3R7PFM3_PENVA
Peptidase_C14[7:364]	tr|A0A0C9U0Q4|A0A0C9U0Q4_9AGAM
Peptidase_C14[19:254]	tr|A0A3D9LRS2|A0A3D9LRS2_9ACTN
Peptidase_C14[26:244]	tr|A0A176YBA6|A0A176YBA6_9BRAD
Peptidase_C14[25:243]-PG_binding_1[363:408]	tr|A0A1M7FEY7|A0A1M7FEY7_9BRAD
Peptidase_C14[117:332]	tr|A0A3P8Q9C4|A0A3P8Q9C4_ASTCA
Peptidase_C14[27:249]	tr|A0A257KM85|A0A257KM85_9BRAD
Peptidase_C14[106:319]	tr|A0A661DAB6|A0A661DAB6_9GAMM
Peptidase_C14[335:577]	tr|A0A1D3TJ03|A0A1D3TJ03_9APIC
Peptidase_C14[26:253]	tr|A4F056|A4F056_9RHOB
Peptidase_C14[25:244]-Sel1[422:438]-Sel1[441:474]-Sel1[476:543]-Sel1[552:580]	tr|A0A497YUA1|A0A497YUA1_9RHOB
Peptidase_C14[25:248]	tr|A0A2A4U3W2|A0A2A4U3W2_9PROT
Peptidase_C14[270:568]	tr|A0A401JAQ6|A0A401JAQ6_9PROT
Peptidase_C14[44:261]-PG_binding_1[367:421]	tr|S9S271|S9S271_9RHOB
Peptidase_C14[25:245]-PG_binding_1[356:406]	tr|A0A537Q340|A0A537Q340_9PROT
Peptidase_C14[40:259]-PG_binding_1[398:452]	tr|A0A4R3DXH0|A0A4R3DXH0_9BRAD
Peptidase_C14[59:299]	tr|A0A2H3D6Z1|A0A2H3D6Z1_ARMGA
Peptidase_C14[25:245]-PG_binding_1[361:411]	tr|A0A4Y9NT80|A0A4Y9NT80_9BRAD
Peptidase_C14[24:246]	tr|A0A0B4CNV4|A0A0B4CNV4_9RHOB
Peptidase_C14[25:245]-PG_binding_1[361:411]	tr|A0A4Y9KTM5|A0A4Y9KTM5_9BRAD
Peptidase_C14[25:245]-PG_binding_1[361:412]	tr|A0A2M6U4T5|A0A2M6U4T5_9BRAD
Peptidase_C14[25:251]-PG_binding_1[359:410]	tr|A0A176YQT5|A0A176YQT5_9BRAD
Peptidase_C14[38:260]	tr|A0A531HSD6|A0A531HSD6_9RHIZ
Peptidase_C14[25:245]-PG_binding_1[360:411]	tr|A0A1I4WCJ0|A0A1I4WCJ0_9BRAD
Peptidase_C14[218:443]	tr|M8B442|M8B442_TRIUA
Peptidase_C14[42:261]	tr|A0A370L886|A0A370L886_9BRAD
Peptidase_C14[25:245]-PG_binding_1[361:411]	tr|A0A5E8VI29|A0A5E8VI29_9BRAD
Peptidase_C14[95:254]	tr|A0A341CB43|A0A341CB43_NEOAA
Peptidase_C14[27:249]	tr|A0A4Q5P7E4|A0A4Q5P7E4_9BRAD
Peptidase_C14[33:256]	tr|A0A518IWU8|A0A518IWU8_9BACT
Peptidase_C14[25:245]-PG_binding_1[360:412]	tr|A0A4Q0S8D5|A0A4Q0S8D5_9BRAD
Peptidase_C14[4:236]	tr|A0A6C0CJY7|A0A6C0CJY7_9ZZZZ
Peptidase_C14[25:243]-PG_binding_1[358:405]	tr|A0A0R3M7H6|A0A0R3M7H6_9BRAD
Peptidase_C14[26:244]	tr|A0A5A7WCB6|A0A5A7WCB6_9BRAD
TPR_16[105:168]-TPR_12[169:202]-TPR_1[203:235]-TPR_14[238:245]-Peptidase_C14[267:511]	tr|A0A5N1JFF8|A0A5N1JFF8_9BACT
Peptidase_C14[44:269]-Sel1[366:401]-Sel1[404:436]	tr|A0A2M8BI83|A0A2M8BI83_9BURK
Peptidase_C14[64:369]	tr|D8Q5F5|D8Q5F5_SCHCM
Peptidase_C14[20:239]-PG_binding_1[385:431]	tr|A0A0N1BA85|A0A0N1BA85_9BRAD
Peptidase_C14[39:258]-TctC[374:622]	tr|A0A6G8C2S1|A0A6G8C2S1_9BURK
Peptidase_C14[335:577]	tr|A0A1A8WLX0|A0A1A8WLX0_9APIC
Peptidase_C14[20:213]	tr|A0A672LZC9|A0A672LZC9_SINGR
Peptidase_C14[26:249]	tr|A0A068DEF1|A0A068DEF1_9RHIZ
Peptidase_C14[26:249]	tr|A0A3A5KKL6|A0A3A5KKL6_9RHIZ
Peptidase_C14[6:289]	tr|A9AXQ9|A9AXQ9_HERA2
Peptidase_C14[335:577]	tr|A0A1A8VX63|A0A1A8VX63_9APIC
Peptidase_C14[27:253]-PG_binding_1[360:412]	tr|A0A160V384|A0A160V384_9BRAD
Peptidase_C14[12:201]	tr|A0A067PVR4|A0A067PVR4_9AGAM
Peptidase_C14[26:249]	tr|A0A2N7ST04|A0A2N7ST04_9RHIZ
Peptidase_C14[30:257]	tr|A0A547L088|A0A547L088_9RHIZ
Peptidase_C14[26:250]	tr|A0A529CFP7|A0A529CFP7_9RHIZ
Peptidase_C14[25:274]	tr|A0A2E4VE21|A0A2E4VE21_9BACT
Peptidase_C14[15:232]	tr|A0A023XMK6|A0A023XMK6_BRAJP
Peptidase_C14[25:251]-PG_binding_1[358:410]	tr|A0A1Y2JW27|A0A1Y2JW27_BRAJP
Peptidase_C14[43:263]-PG_binding_1[370:423]	tr|A0A5P6P1T4|A0A5P6P1T4_9BRAD
Peptidase_C14[50:269]-TctC[339:591]	tr|A0A6G8C2H5|A0A6G8C2H5_9BURK
Peptidase_C14[33:250]	tr|A0A349HJ20|A0A349HJ20_9DELT
Peptidase_C14[30:253]-SnoaL_3[314:406]	tr|X6HQS4|X6HQS4_9RHIZ
Peptidase_C14[38:265]-Sel1[611:646]-Sel1[648:677]-Sel1[684:717]-Sel1[724:754]	tr|C6B800|C6B800_RHILS
Peptidase_C14[111:302]	tr|W4YRS3|W4YRS3_STRPU
Peptidase_C14[25:251]-PG_binding_1[358:410]	tr|A0A1L3FM00|A0A1L3FM00_BRAJP
TPR_8[172:201]-TPR_11[247:288]-TPR_17[289:295]-Peptidase_C14[377:609]	tr|A0A2U8QKD6|A0A2U8QKD6_9BRAD
Peptidase_C14[27:253]-PG_binding_1[360:410]	tr|A0A023XA51|A0A023XA51_BRAJP
Peptidase_C14[26:249]	tr|X6I4N3|X6I4N3_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X6FRB1|X6FRB1_9RHIZ
Peptidase_C14[4:259]	tr|A0A3D8QCB7|A0A3D8QCB7_9HELO
Peptidase_C14[45:299]	tr|A0A1Z4KBT1|A0A1Z4KBT1_9CYAN
Peptidase_C14[84:256]-zf-C2H2[605:629]	tr|A0A094BI76|A0A094BI76_9PEZI
TPR_16[172:235]-TPR_11[243:284]-TPR_16[285:297]-Peptidase_C14[373:605]	tr|A0A6G8ZUK5|A0A6G8ZUK5_9BRAD
Peptidase_C14[21:412]	tr|M2R1X0|M2R1X0_CERS8
Peptidase_C14[38:265]-Sel1[577:609]-Sel1[612:646]-Sel1[648:675]-Sel1[684:717]-Sel1[724:754]	tr|A0A3S4AJ71|A0A3S4AJ71_RHILE
Peptidase_C14[45:201]	tr|A0A2Y9QBA7|A0A2Y9QBA7_TRIMA
zf-MYND[444:482]-Peptidase_C14[688:945]	tr|A0A2P6TG10|A0A2P6TG10_CHLSO
Peptidase_C14[25:245]-PG_binding_1[360:411]	tr|A0A2S6M7Z3|A0A2S6M7Z3_9BRAD
Peptidase_C14[25:245]-PG_binding_1[360:411]	tr|A0A2U8PE18|A0A2U8PE18_9BRAD
Peptidase_C14[59:297]	tr|A0A284RV92|A0A284RV92_ARMOS
Peptidase_C14[32:256]	tr|A0A1Q5SIA0|A0A1Q5SIA0_9BRAD
PYRIN[10:78]-Peptidase_C14[116:244]-Peptidase_C14[258:327]	tr|A0A3P9N2Z7|A0A3P9N2Z7_POERE
Peptidase_C14[259:481]	tr|A0A2A4TZ57|A0A2A4TZ57_9PROT
Peptidase_C14[226:444]	tr|A0A5C7L573|A0A5C7L573_9GAMM
Peptidase_C14[25:245]-PG_binding_1[360:411]	tr|A0A5H2YXI6|A0A5H2YXI6_9BRAD
Peptidase_C14[25:245]-PG_binding_1[360:411]	tr|A0A1C3XG59|A0A1C3XG59_9BRAD
Peptidase_C14[27:252]	tr|A0A1M7LB58|A0A1M7LB58_9BRAD
Peptidase_C14[167:405]	tr|A0A2H1VNA6|A0A2H1VNA6_SPOFR
Peptidase_C14[26:249]	tr|A0A547NTI9|A0A547NTI9_9RHIZ
Peptidase_C14[60:233]	tr|V9L658|V9L658_CALMI
Peptidase_C14[59:286]-Sel1[578:604]-Sel1[611:640]-Sel1[684:712]-Sel1[718:748]-Sel1[756:784]	tr|A0A5D0W4N0|A0A5D0W4N0_9RHOB
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A529U6Q2|A0A529U6Q2_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[392:444]	tr|A0A503L825|A0A503L825_9RHIZ
Peptidase_C14[51:207]	tr|J3LPD6|J3LPD6_ORYBR
Peptidase_C14[43:270]	tr|A0A182HDE6|A0A182HDE6_AEDAL
Peptidase_C14[23:247]	tr|A0A3P9CVY5|A0A3P9CVY5_9CICH
Peptidase_C14[28:245]	tr|A0A2T2QUD6|A0A2T2QUD6_9BRAD
Peptidase_C14[26:252]-Sel1[301:369]-Sel1[371:405]	tr|A0A0P1H6E9|A0A0P1H6E9_9RHOB
Peptidase_C14[43:261]	tr|A0A088TYC5|A0A088TYC5_9BURK
Peptidase_C14[25:243]-PG_binding_1[356:406]	tr|A0A0R3MQL7|A0A0R3MQL7_9BRAD
Peptidase_C14[30:255]-Peptidase_C14[290:510]	tr|A0A3B9L3Q1|A0A3B9L3Q1_9RHOB
Peptidase_C14[38:265]-Sel1[612:646]-Sel1[648:675]-Sel1[684:717]-Sel1[724:754]	tr|A0A198YIC6|A0A198YIC6_9RHIZ
Peptidase_C14[26:252]-Sel1[301:369]-Sel1[371:405]	tr|A0A1E5ABJ0|A0A1E5ABJ0_9RHOB
Peptidase_C14[38:265]-Sel1[612:646]-Sel1[648:675]-Sel1[684:717]-Sel1[724:754]	tr|Q1M5D9|Q1M5D9_RHIL3
Peptidase_C14[26:250]	tr|X5Q7Z3|X5Q7Z3_9RHIZ
Peptidase_C14[39:248]	tr|A0A3B5LZP0|A0A3B5LZP0_9TELE
Peptidase_C14[38:265]-Sel1[612:646]-Sel1[648:675]-Sel1[684:717]-Sel1[724:754]	tr|A0A4Q9AGC6|A0A4Q9AGC6_RHILE
Peptidase_C14[48:267]-PG_binding_1[395:448]	tr|A0A2T4Y9Z8|A0A2T4Y9Z8_9BRAD
Peptidase_C14[25:251]-PG_binding_1[358:410]	tr|A0A0A3XJS1|A0A0A3XJS1_BRAJP
Peptidase_C14[34:255]-PG_binding_1[372:417]	tr|A0A327K0A5|A0A327K0A5_9RHIZ
Peptidase_C14[38:265]-Sel1[621:646]-Sel1[648:678]-Sel1[684:717]-Sel1[724:754]	tr|A0A444N7Q1|A0A444N7Q1_RHILE
Peptidase_C14[134:197]-Peptidase_C14[219:375]	tr|A0A2U9BKQ9|A0A2U9BKQ9_SCOMX
Peptidase_C14[38:265]-Sel1[613:646]-Sel1[648:675]-Sel1[684:717]-Sel1[724:754]	tr|A0A444NBN5|A0A444NBN5_RHILE
Peptidase_C14[164:541]	tr|A0A409YZ60|A0A409YZ60_9AGAR
Peptidase_C14[373:629]	tr|A0A2T7TIW7|A0A2T7TIW7_9MICC
Peptidase_C14[24:242]-Sel1[418:434]-Sel1[437:470]-Sel1[472:539]	tr|A0A1H7DLM7|A0A1H7DLM7_9RHOB
Peptidase_C14[27:239]	tr|A0A1F9Q945|A0A1F9Q945_9DELT
Peptidase_C14[39:266]-Sel1[613:647]-Sel1[649:683]-Sel1[685:718]-Sel1[725:755]	tr|A0A1S1PS54|A0A1S1PS54_9RHIZ
Peptidase_C14[39:266]-Sel1[613:647]-Sel1[649:683]-Sel1[685:718]-Sel1[725:755]	tr|A0A437NBN8|A0A437NBN8_9RHIZ
Peptidase_C14[3:253]	tr|A0A521YVB7|A0A521YVB7_9BURK
Peptidase_C14[25:244]-Sel1[422:438]-Sel1[445:474]-Sel1[476:543]-Sel1[552:579]	tr|A0A1G9MH45|A0A1G9MH45_9RHOB
PYRIN[7:80]-Peptidase_C14[149:395]	tr|A0A553QQ97|A0A553QQ97_9TELE
Peptidase_C14[29:254]	tr|W4XYM1|W4XYM1_STRPU
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A5E8XD06|A0A5E8XD06_9RHIZ
Peptidase_C14[41:268]-Sel1[614:649]-Sel1[651:683]-Sel1[687:720]-Sel1[727:757]	tr|A0A1W6Q0Y7|A0A1W6Q0Y7_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A5E9AT00|A0A5E9AT00_9RHIZ
Peptidase_C14[59:277]	tr|A0A132F7J7|A0A132F7J7_9BURK
Peptidase_C14[12:239]	tr|A0A2J7PU40|A0A2J7PU40_9NEOP
Peptidase_C14[25:244]-PG_binding_1[358:409]	tr|A0A1H0NFE9|A0A1H0NFE9_9BRAD
Peptidase_C14[4:227]	tr|A0A0J6RND8|A0A0J6RND8_9RHIZ
Peptidase_C14[29:241]	tr|A0A0Q6A2K1|A0A0Q6A2K1_9RHIZ
Peptidase_C14[174:410]	tr|A0A437B8Z7|A0A437B8Z7_CHISP
Peptidase_C14[30:257]	tr|Q98IJ9|Q98IJ9_RHILO
Peptidase_C14[3:287]	tr|A0A521TJU2|A0A521TJU2_9DELT
Peptidase_C14[4:269]	tr|A0A074XEH7|A0A074XEH7_AURPU
TPR_11[100:127]-TPR_1[128:158]-TPR_11[159:175]-TPR_16[176:226]-TPR_8[243:269]-Peptidase_C14[316:543]	tr|H0SHD4|H0SHD4_BRAS3
Peptidase_C14[46:268]	tr|A0A0M6Z2R7|A0A0M6Z2R7_9RHOB
Peptidase_C14[41:268]-Sel1[614:649]-Sel1[651:682]-Sel1[687:720]-Sel1[727:757]	tr|Q2K0B6|Q2K0B6_RHIEC
Peptidase_C14[18:256]	tr|A0A646KUH6|A0A646KUH6_STRJU
Peptidase_C14[41:268]-Sel1[614:649]-Sel1[651:682]-Sel1[687:720]-Sel1[727:757]	tr|S5S3K4|S5S3K4_RHIET
Peptidase_C14[25:245]-PG_binding_1[361:411]	tr|A0A150U5Q3|A0A150U5Q3_9BRAD
Peptidase_C14[71:333]	tr|A0A2V7H2D1|A0A2V7H2D1_9BACT
Peptidase_C14[26:244]	tr|A0A560KF69|A0A560KF69_9BRAD
Peptidase_C14[27:252]	tr|A0A2A2V735|A0A2A2V735_9BRAD
Peptidase_C14[25:251]-PG_binding_1[360:410]	tr|A0A1I3E722|A0A1I3E722_9BRAD
Peptidase_C14[62:220]	tr|A0A6A2YKJ8|A0A6A2YKJ8_HIBSY
Peptidase_C14[47:211]	tr|A0A2I0TMZ5|A0A2I0TMZ5_LIMLA
Peptidase_C14[5:222]	tr|A0A2E3SMA3|A0A2E3SMA3_9BACT
Peptidase_C14[43:305]	tr|B0XBI5|B0XBI5_CULQU
Peptidase_C14[25:251]-PG_binding_1[352:405]	tr|A0A4Q1UPK7|A0A4Q1UPK7_9BRAD
Peptidase_C14[30:259]-PG_binding_1[395:444]	tr|A0A1R3VGL8|A0A1R3VGL8_9RHIZ
Peptidase_C14[26:249]	tr|A0A1E2T662|A0A1E2T662_9RHIZ
Peptidase_C14[38:265]-Sel1[611:646]-Sel1[648:677]-Sel1[684:717]-Sel1[724:754]	tr|A0A6G8VW66|A0A6G8VW66_RHILT
Peptidase_C14[30:250]-PG_binding_1[367:414]	tr|A0A327L876|A0A327L876_9RHIZ
Peptidase_C14[35:258]	tr|A0A161SMU5|A0A161SMU5_9BRAD
Peptidase_C14[43:269]-PG_binding_1[370:423]	tr|A0A516J5Q8|A0A516J5Q8_9BRAD
Peptidase_C14[30:263]	tr|A0A1E8FB23|A0A1E8FB23_9ALTE
Peptidase_C14[30:257]	tr|A0A068DFF8|A0A068DFF8_9RHIZ
Peptidase_C14[25:251]-PG_binding_1[358:408]	tr|A0A4Y3Z2Q2|A0A4Y3Z2Q2_BRAJP
Peptidase_C14[89:319]	tr|A0A2G2Y325|A0A2G2Y325_CAPAN
Peptidase_C14[30:257]	tr|A0A1E2T3Q4|A0A1E2T3Q4_9RHIZ
Peptidase_C14[25:243]-PG_binding_1[361:411]	tr|A0A2H9VCG5|A0A2H9VCG5_9BRAD
Peptidase_C14[32:254]	tr|A0A1B8RXC8|A0A1B8RXC8_9RHOB
Peptidase_C14[26:249]-SnoaL_3[309:402]	tr|A0A0E2P478|A0A0E2P478_9RHIZ
Peptidase_C14[186:397]	tr|A0A5N4AE55|A0A5N4AE55_PHOPY
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|V7HRT1|V7HRT1_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X5XPE8|X5XPE8_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X5YVV8|X5YVV8_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X6HLC7|X6HLC7_9RHIZ
Peptidase_C14[30:257]-PG_binding_1[391:445]	tr|A0A090EFB3|A0A090EFB3_9RHIZ
Peptidase_C14[4:264]	tr|I2PZ32|I2PZ32_9DELT
Peptidase_C14[186:397]	tr|A0A1Y1JWU1|A0A1Y1JWU1_PHOPY
Peptidase_C14[32:249]	tr|A0A1H5B3V8|A0A1H5B3V8_9BRAD
Peptidase_C14[25:251]-PG_binding_1[360:410]	tr|A0A176YDR9|A0A176YDR9_9BRAD
Peptidase_C14[85:312]-Sel1[427:461]-Sel1[463:496]-Sel1[499:524]-Sel1[537:569]-Sel1[575:604]	tr|A0A5C1WI81|A0A5C1WI81_9RHIZ
Peptidase_C14[45:265]	tr|A0A2U1RQI7|A0A2U1RQI7_9PROT
Peptidase_C14[214:553]	tr|A0A166ADA0|A0A166ADA0_9AGAM
TPR_16[30:36]-TPR_17[37:49]-TPR_16[50:120]-TPR_11[121:162]-TPR_16[163:209]-Peptidase_C14[260:478]	tr|A0A5E8V665|A0A5E8V665_9BRAD
Peptidase_C14[21:261]-WD40[388:425]-WD40[430:467]-WD40[472:509]-WD40[517:550]-WD40[556:593]-WD40[598:635]-WD40[639:675]	tr|A0A496UZ10|A0A496UZ10_9GAMM
Peptidase_C14[35:258]	tr|A0A434WUI9|A0A434WUI9_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[307:401]	tr|V7EXP2|V7EXP2_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[307:401]	tr|X5PFC1|X5PFC1_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[307:401]	tr|X5U072|X5U072_9RHIZ
Peptidase_C14[27:245]	tr|A0A0N8GFF3|A0A0N8GFF3_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|V7H8B8|V7H8B8_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X5R456|X5R456_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X6KPJ8|X6KPJ8_9RHIZ
Peptidase_C14[24:278]	tr|A0A1B1FXS2|A0A1B1FXS2_9BACT
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|V7G1L7|V7G1L7_9RHIZ
Peptidase_C14[26:249]	tr|A0A0E2N729|A0A0E2N729_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X5VIS1|X5VIS1_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X5X0I0|X5X0I0_9RHIZ
Peptidase_C14[26:249]-SnoaL_3[310:402]	tr|X6JNT2|X6JNT2_9RHIZ
Peptidase_C14[45:254]	tr|A0A2K6M8D5|A0A2K6M8D5_RHIBE
Peptidase_C14[3:231]	tr|A0A6C0JZZ6|A0A6C0JZZ6_9ZZZZ
Peptidase_C14[19:238]	tr|M5U6N4|M5U6N4_9BACT
Peptidase_C14[66:281]	tr|A0A6B9M5U0|A0A6B9M5U0_SPOEX
Peptidase_C14[38:265]-Sel1[611:646]-Sel1[648:680]-Sel1[684:717]-Sel1[724:754]	tr|A0A4R0BL16|A0A4R0BL16_RHILV
Peptidase_C14[30:253]-SnoaL_3[314:406]	tr|X5NZR9|X5NZR9_9RHIZ
Peptidase_C14[128:367]	tr|A0A537R5L2|A0A537R5L2_9PROT
Peptidase_C14[92:362]	tr|A0A218QQM8|A0A218QQM8_9CYAN
TPR_16[159:209]-Peptidase_C14[415:637]	tr|A0A2S9QA61|A0A2S9QA61_9RHIZ
Peptidase_C14[43:270]	tr|A0A182G4X1|A0A182G4X1_AEDAL
TPR_11[101:128]-TPR_1[129:159]-TPR_11[160:176]-TPR_16[177:227]-TPR_8[244:270]-Peptidase_C14[320:547]	tr|H0T0Y5|H0T0Y5_9BRAD
Peptidase_C14[277:501]	tr|A0A5N1JBK7|A0A5N1JBK7_9BACT
Peptidase_C14[21:361]	tr|A0A2H3IYF1|A0A2H3IYF1_WOLCO
Peptidase_C14[3:270]	tr|A0A1W9KVN7|A0A1W9KVN7_9BURK
Peptidase_C14[3:270]	tr|A0A1Y1QZA3|A0A1Y1QZA3_9GAMM
Peptidase_C14[25:246]	tr|A0A0B4DQF1|A0A0B4DQF1_9RHOB
Peptidase_C14[58:285]-Sel1[609:638]-Sel1[677:710]-Sel1[716:745]-Sel1[754:782]	tr|A0A5P9D2B1|A0A5P9D2B1_9RHOB
Peptidase_C14[38:265]-Sel1[581:610]-Sel1[622:646]-Sel1[648:678]-Sel1[684:717]-Sel1[724:754]	tr|A0A4Q8XVA2|A0A4Q8XVA2_RHILE
Peptidase_C14[41:268]-Sel1[614:649]-Sel1[651:683]-Sel1[687:720]-Sel1[727:757]	tr|A0A246DM91|A0A246DM91_9RHIZ
Peptidase_C14[26:252]-Sel1[301:369]-Sel1[371:405]	tr|A0A0C1GNG9|A0A0C1GNG9_9RHOB
Peptidase_C14[38:265]-Sel1[611:646]-Sel1[648:680]-Sel1[684:717]-Sel1[724:754]	tr|A0A1B1CLH4|A0A1B1CLH4_RHILE
Peptidase_C14[27:252]	tr|A0A1E3EW54|A0A1E3EW54_BRAEL
Peptidase_C14[145:366]	tr|A0A521GBK9|A0A521GBK9_9BACT
Peptidase_C14[4:217]	tr|A0A2K3MGE8|A0A2K3MGE8_TRIPR
Peptidase_C14[11:191]	tr|A0A0B0N9R4|A0A0B0N9R4_GOSAR
Peptidase_C14[77:297]	tr|A0A3B1IL24|A0A3B1IL24_ASTMX
Peptidase_C14[30:257]	tr|A0A503ZZL3|A0A503ZZL3_9RHIZ
